Clasificación_D,Nombre de Institución,Measure Names,Measure Values
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Mts2 de Salas / Matrícula Total,0.715001029
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Mts2 de Salas / Matrícula Total,0.888223553
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Mts2 de Salas / Matrícula Total,0.823012282
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Mts2 de Salas / Matrícula Total,1.358406831
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Mts2 de Salas / Matrícula Total,1.040031792
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,Matrícula Total / N° PC en Laboratorios,5.764915405
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,Matrícula Total / N° PC en Laboratorios,6.807776163
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,Matrícula Total / N° PC en Laboratorios,14.696401419
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,Matrícula Total / N° PC en Laboratorios,6.140468227
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,Matrícula Total / N° PC en Laboratorios,14.699103713
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,Matrícula Total / N° PC en Laboratorios,11.864970646
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Matrícula Total / N° PC en Laboratorios,11.543151227
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Matrícula Total / N° PC en Laboratorios,20.949820789
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Matrícula Total / N° PC en Laboratorios,10.879043601
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Matrícula Total / N° PC en Laboratorios,
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Matrícula Total / N° PC en Laboratorios,
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,Matrícula Total/N° de Laboratorios,43.352678571
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,Matrícula Total/N° de Laboratorios,97.578125
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,Matrícula Total/N° de Laboratorios,34.193396226
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,Matrícula Total/N° de Laboratorios,22.120481928
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,Matrícula Total/N° de Laboratorios,90.393700787
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,Matrícula Total/N° de Laboratorios,70.5
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Matrícula Total/N° de Laboratorios,123.550847458
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Matrícula Total/N° de Laboratorios,29.079601990
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Matrícula Total/N° de Laboratorios,241.71875
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Matrícula Total/N° de Laboratorios,29.968013468
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Matrícula Total/N° de Laboratorios,22.561267185
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Matrícula Total / N° PC con Internet ,
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,N° de Títulos / Matrícula total,5.031510658
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,N° de Títulos / Matrícula total,6.933333333
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,N° de Títulos / Matrícula total,5.203786729
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,N° de Títulos / Matrícula total,6.965050835
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,N° de Títulos / Matrícula total,5.016724739
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,N° de Títulos / Matrícula total,2.857496289
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,N° de Títulos / Matrícula total,3.537485424
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,N° de Títulos / Matrícula total,7.069175934
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,N° de Títulos / Matrícula total,20.373497091
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,N° de Títulos / Matrícula total,12.781641481
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,N° de Títulos / Matrícula total,26.092648033
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,N° Volumenes / Matrícula Total,11.741169807
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,N° Volumenes / Matrícula Total,15.777795570
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,N° Volumenes / Matrícula Total,10.436715409
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,N° Volumenes / Matrícula Total,18.602850399
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,N° Volumenes / Matrícula Total,15.983710801
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,N° Volumenes / Matrícula Total,6.725548408
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,N° Volumenes / Matrícula Total,10.123465258
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,N° Volumenes / Matrícula Total,12.531907613
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,N° Volumenes / Matrícula Total,42.994570136
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,N° Volumenes / Matrícula Total,22.327116454
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,N° Volumenes / Matrícula Total,36.074685389
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Matrícula Total / Mts2 Salas de Estudio ,
(b) Universidades Privadas CRUCH,U. TÉCNICA FEDERICO SANTA MARÍA,Matrícula Total/ Mts2 contruidos Bibliotecas,2.627435065
(b) Universidades Privadas CRUCH,U. DIEGO PORTALES,Matrícula Total/ Mts2 contruidos Bibliotecas,1.051464811
(b) Universidades Privadas CRUCH,U. DE CONCEPCIÓN,Matrícula Total/ Mts2 contruidos Bibliotecas,1.328385560
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL NORTE,Matrícula Total/ Mts2 contruidos Bibliotecas,1.816622691
(b) Universidades Privadas CRUCH,U. CATÓLICA DEL MAULE,Matrícula Total/ Mts2 contruidos Bibliotecas,4.212844037
(b) Universidades Privadas CRUCH,U. CATÓLICA DE TEMUCO,Matrícula Total/ Mts2 contruidos Bibliotecas,3.825236593
(b) Universidades Privadas CRUCH,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Matrícula Total/ Mts2 contruidos Bibliotecas,3.536017463
(b) Universidades Privadas CRUCH,U. AUSTRAL DE CHILE,Matrícula Total/ Mts2 contruidos Bibliotecas,2.600474566
(b) Universidades Privadas CRUCH,U. ALBERTO HURTADO,Matrícula Total/ Mts2 contruidos Bibliotecas,2.551121372
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE VALPARAÍSO,Matrícula Total/ Mts2 contruidos Bibliotecas,2.543
(b) Universidades Privadas CRUCH,PONTIFICIA U. CATÓLICA DE CHILE,Matrícula Total/ Mts2 contruidos Bibliotecas,1.683391312
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total / Mts2 Laboratorios,1.528327505
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total / Mts2 Laboratorios,0.824246883
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total / Mts2 Laboratorios,1.212565312
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total / Mts2 Laboratorios,1.068485098
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total / Mts2 Laboratorios,4.113785558
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total / Mts2 Laboratorios,1.917370758
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total / Mts2 Laboratorios,0.335447727
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total / Mts2 Laboratorios,1.309721976
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total / Mts2 Laboratorios,1.465436082
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total / Mts2 Laboratorios,1.210842635
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total / Mts2 Laboratorios,3.443818643
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total / Mts2 Laboratorios,3.521782178
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Mts2 de Terrenos/Matrícula Total,19.212862758
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Mts2 de Terrenos/Matrícula Total,11.678348288
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Mts2 de Terrenos/Matrícula Total,1.790225959
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Mts2 de Terrenos/Matrícula Total,8.422205106
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Mts2 de Terrenos/Matrícula Total,38.995412234
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Mts2 de Terrenos/Matrícula Total,2.998730301
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Mts2 de Terrenos/Matrícula Total,11.327536232
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Mts2 de Terrenos/Matrícula Total,7.094645754
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Mts2 de Terrenos/Matrícula Total,10.225249937
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Mts2 de Terrenos/Matrícula Total,3.832698541
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Mts2 de Terrenos/Matrícula Total,225.546733175
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Mts2 de Terrenos/Matrícula Total,3.323868428
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Mts2 de Inmuebles/ Matrícula Total,5.325714747
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Mts2 de Inmuebles/ Matrícula Total,7.045097947
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Mts2 de Inmuebles/ Matrícula Total,4.738518129
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Mts2 de Inmuebles/ Matrícula Total,5.106238996
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Mts2 de Inmuebles/ Matrícula Total,9.270545213
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Mts2 de Inmuebles/ Matrícula Total,6.703189185
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Mts2 de Inmuebles/ Matrícula Total,5.348378192
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Mts2 de Inmuebles/ Matrícula Total,7.113980530
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Mts2 de Inmuebles/ Matrícula Total,5.276175696
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Mts2 de Inmuebles/ Matrícula Total,5.586466775
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Mts2 de Inmuebles/ Matrícula Total,5.025921989
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Mts2 de Inmuebles/ Matrícula Total,4.273263987
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Mts2 de Salas / Matrícula Total,0.675550530
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Mts2 de Salas / Matrícula Total,0.745196599
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Mts2 de Salas / Matrícula Total,0.437519706
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Mts2 de Salas / Matrícula Total,0.623404489
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Mts2 de Salas / Matrícula Total,0.559042553
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Mts2 de Salas / Matrícula Total,1.266412727
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Mts2 de Salas / Matrícula Total,0.739406487
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Mts2 de Salas / Matrícula Total,0.661032991
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Mts2 de Salas / Matrícula Total,0.708124301
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Mts2 de Salas / Matrícula Total,0.721333063
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Mts2 de Salas / Matrícula Total,0.948074250
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Mts2 de Salas / Matrícula Total,0.849311217
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total / N° PC en Laboratorios,20.682628062
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total / N° PC en Laboratorios,7.780336257
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total / N° PC en Laboratorios,15.175438596
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total / N° PC en Laboratorios,13.906656465
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total / N° PC en Laboratorios,30.882956879
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total / N° PC en Laboratorios,12.631132075
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total / N° PC en Laboratorios,14.067961165
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total / N° PC en Laboratorios,16.008658009
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total / N° PC en Laboratorios,12.559836809
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total / N° PC en Laboratorios,11.220731985
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total / N° PC en Laboratorios,11.977473066
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total / N° PC en Laboratorios,11.400641026
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total/N° de Laboratorios,99.056
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total/N° de Laboratorios,58.641873278
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total/N° de Laboratorios,61.785714286
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total/N° de Laboratorios,57.701587302
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total/N° de Laboratorios,221.176470588
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total/N° de Laboratorios,147.131868132
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total/N° de Laboratorios,157.5
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total/N° de Laboratorios,92.45
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total/N° de Laboratorios,57.602910603
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total/N° de Laboratorios,65.377483444
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total/N° de Laboratorios,260.191489362
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total/N° de Laboratorios,127.035714286
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total / N° PC con Internet ,
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,N° de Títulos / Matrícula total,1.117832337
(c) Univ. Privadas Adscritas SUA,U. MAYOR,N° de Títulos / Matrícula total,1.713909898
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,N° de Títulos / Matrícula total,3.706988965
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,N° de Títulos / Matrícula total,2.438380282
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,N° de Títulos / Matrícula total,6.022739362
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,N° de Títulos / Matrícula total,4.512584958
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,N° de Títulos / Matrícula total,14.641269841
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,N° de Títulos / Matrícula total,3.749864792
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,N° de Títulos / Matrícula total,2.676724293
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,N° de Títulos / Matrícula total,3.123136143
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,N° de Títulos / Matrícula total,6.115136152
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,N° de Títulos / Matrícula total,14.981163902
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,N° Volumenes / Matrícula Total,5.595030421
(c) Univ. Privadas Adscritas SUA,U. MAYOR,N° Volumenes / Matrícula Total,7.263400197
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,N° Volumenes / Matrícula Total,7.442879664
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,N° Volumenes / Matrícula Total,6.041263204
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,N° Volumenes / Matrícula Total,9.466223404
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,N° Volumenes / Matrícula Total,8.769960415
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,N° Volumenes / Matrícula Total,23.859489303
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,N° Volumenes / Matrícula Total,9.558139535
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,N° Volumenes / Matrícula Total,7.269209947
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,N° Volumenes / Matrícula Total,9.652572934
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,N° Volumenes / Matrícula Total,10.220377790
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,N° Volumenes / Matrícula Total,25.791116109
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total / Mts2 Salas de Estudio ,
(c) Univ. Privadas Adscritas SUA,U. SAN SEBASTIÁN,Matrícula Total/ Mts2 contruidos Bibliotecas,3.868971982
(c) Univ. Privadas Adscritas SUA,U. MAYOR,Matrícula Total/ Mts2 contruidos Bibliotecas,4.172285378
(c) Univ. Privadas Adscritas SUA,U. FINIS TERRAE,Matrícula Total/ Mts2 contruidos Bibliotecas,6.691279887
(c) Univ. Privadas Adscritas SUA,U. DEL DESARROLLO,Matrícula Total/ Mts2 contruidos Bibliotecas,4.557673019
(c) Univ. Privadas Adscritas SUA,U. DE LOS ANDES,Matrícula Total/ Mts2 contruidos Bibliotecas,1.204356182
(c) Univ. Privadas Adscritas SUA,U. CENTRAL DE CHILE,Matrícula Total/ Mts2 contruidos Bibliotecas,4.233006639
(c) Univ. Privadas Adscritas SUA,U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,Matrícula Total/ Mts2 contruidos Bibliotecas,3.041561713
(c) Univ. Privadas Adscritas SUA,U. BERNARDO O`HIGGINS,Matrícula Total/ Mts2 contruidos Bibliotecas,4.904509284
(c) Univ. Privadas Adscritas SUA,U. AUTÓNOMA DE CHILE,Matrícula Total/ Mts2 contruidos Bibliotecas,3.856228253
(c) Univ. Privadas Adscritas SUA,U. ANDRÉS BELLO,Matrícula Total/ Mts2 contruidos Bibliotecas,4.669820246
(c) Univ. Privadas Adscritas SUA,U. ADOLFO IBÁÑEZ,Matrícula Total/ Mts2 contruidos Bibliotecas,17.151472651
(c) Univ. Privadas Adscritas SUA,U. ACADEMIA DE HUMANISMO CRISTIANO,Matrícula Total/ Mts2 contruidos Bibliotecas,
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total / Mts2 Laboratorios,
(d) Universidades Privadas,U. SEK,Matrícula Total / Mts2 Laboratorios,1.182559087
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total / Mts2 Laboratorios,0.758325404
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total / Mts2 Laboratorios,0.889434086
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total / Mts2 Laboratorios,19.888324873
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total / Mts2 Laboratorios,1.909370200
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total / Mts2 Laboratorios,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total / Mts2 Laboratorios,0.807239057
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total / Mts2 Laboratorios,0.844250773
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total / Mts2 Laboratorios,0.605328163
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total / Mts2 Laboratorios,1.129997766
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total / Mts2 Laboratorios,2.063984674
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total / Mts2 Laboratorios,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total / Mts2 Laboratorios,2.172460804
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total / Mts2 Laboratorios,1.994906621
