Clasificación_D,Nombre de Institución,Measure Names,Measure Values
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Mts2 de Terrenos/Matrícula Total,
(d) Universidades Privadas,U. SEK,Mts2 de Terrenos/Matrícula Total,5.971399035
(d) Universidades Privadas,U. SANTO TOMÁS,Mts2 de Terrenos/Matrícula Total,8.857609977
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Mts2 de Terrenos/Matrícula Total,11.153916881
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Mts2 de Terrenos/Matrícula Total,0.130678918
(d) Universidades Privadas,U. LOS LEONES,Mts2 de Terrenos/Matrícula Total,1.246983105
(d) Universidades Privadas,U. LA REPÚBLICA,Mts2 de Terrenos/Matrícula Total,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Mts2 de Terrenos/Matrícula Total,11.470281543
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Mts2 de Terrenos/Matrícula Total,6.288045288
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Mts2 de Terrenos/Matrícula Total,7.150416849
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Mts2 de Terrenos/Matrícula Total,3.321407393
(d) Universidades Privadas,U. DE ACONCAGUA,Mts2 de Terrenos/Matrícula Total,15.338407277
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Mts2 de Terrenos/Matrícula Total,
(d) Universidades Privadas,U. BOLIVARIANA,Mts2 de Terrenos/Matrícula Total,7.250078444
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Mts2 de Terrenos/Matrícula Total,185.468510638
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Mts2 de Inmuebles/ Matrícula Total,
(d) Universidades Privadas,U. SEK,Mts2 de Inmuebles/ Matrícula Total,6.588559614
(d) Universidades Privadas,U. SANTO TOMÁS,Mts2 de Inmuebles/ Matrícula Total,7.994905137
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Mts2 de Inmuebles/ Matrícula Total,5.670099301
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Mts2 de Inmuebles/ Matrícula Total,1.303471159
(d) Universidades Privadas,U. LOS LEONES,Mts2 de Inmuebles/ Matrícula Total,3.129525342
(d) Universidades Privadas,U. LA REPÚBLICA,Mts2 de Inmuebles/ Matrícula Total,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Mts2 de Inmuebles/ Matrícula Total,11.701772680
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Mts2 de Inmuebles/ Matrícula Total,4.997113997
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Mts2 de Inmuebles/ Matrícula Total,4.666037736
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Mts2 de Inmuebles/ Matrícula Total,3.010871714
(d) Universidades Privadas,U. DE ACONCAGUA,Mts2 de Inmuebles/ Matrícula Total,4.227028030
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Mts2 de Inmuebles/ Matrícula Total,
(d) Universidades Privadas,U. BOLIVARIANA,Mts2 de Inmuebles/ Matrícula Total,4.796987763
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Mts2 de Inmuebles/ Matrícula Total,10.453191489
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Mts2 de Salas / Matrícula Total,
(d) Universidades Privadas,U. SEK,Mts2 de Salas / Matrícula Total,2.972088215
(d) Universidades Privadas,U. SANTO TOMÁS,Mts2 de Salas / Matrícula Total,1.213489981
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Mts2 de Salas / Matrícula Total,1.107944097
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Mts2 de Salas / Matrícula Total,0.337161817
(d) Universidades Privadas,U. LOS LEONES,Mts2 de Salas / Matrícula Total,1.542236525
(d) Universidades Privadas,U. LA REPÚBLICA,Mts2 de Salas / Matrícula Total,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Mts2 de Salas / Matrícula Total,1.823774765
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Mts2 de Salas / Matrícula Total,0.525141525
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Mts2 de Salas / Matrícula Total,0.660421237
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Mts2 de Salas / Matrícula Total,1.170389405
(d) Universidades Privadas,U. DE ACONCAGUA,Mts2 de Salas / Matrícula Total,1.388713570
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Mts2 de Salas / Matrícula Total,
(d) Universidades Privadas,U. BOLIVARIANA,Mts2 de Salas / Matrícula Total,2.048007531
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Mts2 de Salas / Matrícula Total,0.857872340
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total / N° PC en Laboratorios,
(d) Universidades Privadas,U. SEK,Matrícula Total / N° PC en Laboratorios,7.718085106
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total / N° PC en Laboratorios,4.505910570
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total / N° PC en Laboratorios,13.767088608
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total / N° PC en Laboratorios,24.641509434
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total / N° PC en Laboratorios,7.355029586
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total / N° PC en Laboratorios,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total / N° PC en Laboratorios,6.949275362
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total / N° PC en Laboratorios,9.878289474
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total / N° PC en Laboratorios,5.546361645
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total / N° PC en Laboratorios,6.444585987
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total / N° PC en Laboratorios,13.171149144
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total / N° PC en Laboratorios,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total / N° PC en Laboratorios,12.44921875
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total / N° PC en Laboratorios,22.815533981
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total/N° de Laboratorios,
(d) Universidades Privadas,U. SEK,Matrícula Total/N° de Laboratorios,78.432432432
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total/N° de Laboratorios,35.208835341
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total/N° de Laboratorios,48.990990991
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total/N° de Laboratorios,653
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total/N° de Laboratorios,124.3
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total/N° de Laboratorios,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total/N° de Laboratorios,29.060606061
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total/N° de Laboratorios,33.121323529
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total/N° de Laboratorios,55.048309179
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total/N° de Laboratorios,45.576576577
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total/N° de Laboratorios,88.311475410
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total/N° de Laboratorios,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total/N° de Laboratorios,99.59375
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total/N° de Laboratorios,81.034482759
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. SEK,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total / N° PC con Internet ,
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,N° de Títulos / Matrícula total,
(d) Universidades Privadas,U. SEK,N° de Títulos / Matrícula total,4.017574087
(d) Universidades Privadas,U. SANTO TOMÁS,N° de Títulos / Matrícula total,4.092696095
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,N° de Títulos / Matrícula total,2.950165502
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,N° de Títulos / Matrícula total,2.808831036
(d) Universidades Privadas,U. LOS LEONES,N° de Títulos / Matrícula total,1.506033789
(d) Universidades Privadas,U. LA REPÚBLICA,N° de Títulos / Matrícula total,
(d) Universidades Privadas,U. GABRIELA MISTRAL,N° de Títulos / Matrícula total,28.102189781
(d) Universidades Privadas,U. DE VIÑA DEL MAR,N° de Títulos / Matrícula total,1.993117993
(d) Universidades Privadas,U. DE LAS AMÉRICAS,N° de Títulos / Matrícula total,2.736331724
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",N° de Títulos / Matrícula total,4.564143111
(d) Universidades Privadas,U. DE ACONCAGUA,N° de Títulos / Matrícula total,2.580657138
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,N° de Títulos / Matrícula total,
(d) Universidades Privadas,U. BOLIVARIANA,N° de Títulos / Matrícula total,6.584248510
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,N° de Títulos / Matrícula total,13.314468085
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,N° Volumenes / Matrícula Total,
(d) Universidades Privadas,U. SEK,N° Volumenes / Matrícula Total,10.041350793
(d) Universidades Privadas,U. SANTO TOMÁS,N° Volumenes / Matrícula Total,13.958898901
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,N° Volumenes / Matrícula Total,11.031445384
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,N° Volumenes / Matrícula Total,5.378254211
(d) Universidades Privadas,U. LOS LEONES,N° Volumenes / Matrícula Total,2.588093323
(d) Universidades Privadas,U. LA REPÚBLICA,N° Volumenes / Matrícula Total,
(d) Universidades Privadas,U. GABRIELA MISTRAL,N° Volumenes / Matrícula Total,75.153284672
(d) Universidades Privadas,U. DE VIÑA DEL MAR,N° Volumenes / Matrícula Total,4.676767677
(d) Universidades Privadas,U. DE LAS AMÉRICAS,N° Volumenes / Matrícula Total,14.002150066
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",N° Volumenes / Matrícula Total,5.637675430
(d) Universidades Privadas,U. DE ACONCAGUA,N° Volumenes / Matrícula Total,4.842583999
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,N° Volumenes / Matrícula Total,
(d) Universidades Privadas,U. BOLIVARIANA,N° Volumenes / Matrícula Total,14.402572953
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,N° Volumenes / Matrícula Total,22.789361702
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. SEK,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total / Mts2 Salas de Estudio ,
(d) Universidades Privadas,U. TECNOLÓGICA DE CHILE INACAP,Matrícula Total/ Mts2 contruidos Bibliotecas,
(d) Universidades Privadas,U. SEK,Matrícula Total/ Mts2 contruidos Bibliotecas,6.378021978
(d) Universidades Privadas,U. SANTO TOMÁS,Matrícula Total/ Mts2 contruidos Bibliotecas,2.724645188
(d) Universidades Privadas,U. PEDRO DE VALDIVIA,Matrícula Total/ Mts2 contruidos Bibliotecas,2.969961770
(d) Universidades Privadas,U. MIGUEL DE CERVANTES,Matrícula Total/ Mts2 contruidos Bibliotecas,6.299035370
(d) Universidades Privadas,U. LOS LEONES,Matrícula Total/ Mts2 contruidos Bibliotecas,4.075409836
(d) Universidades Privadas,U. LA REPÚBLICA,Matrícula Total/ Mts2 contruidos Bibliotecas,
(d) Universidades Privadas,U. GABRIELA MISTRAL,Matrícula Total/ Mts2 contruidos Bibliotecas,0.711424332
(d) Universidades Privadas,U. DE VIÑA DEL MAR,Matrícula Total/ Mts2 contruidos Bibliotecas,6.421240200
(d) Universidades Privadas,U. DE LAS AMÉRICAS,Matrícula Total/ Mts2 contruidos Bibliotecas,3.901729156
(d) Universidades Privadas,"U. DE ARTES, CIENCIAS Y COMUNICACIÓN UNIACC",Matrícula Total/ Mts2 contruidos Bibliotecas,8.633105802
(d) Universidades Privadas,U. DE ACONCAGUA,Matrícula Total/ Mts2 contruidos Bibliotecas,5.179807692
(d) Universidades Privadas,U. CHILENO-BRITÁNICA DE  CULTURA,Matrícula Total/ Mts2 contruidos Bibliotecas,
(d) Universidades Privadas,U. BOLIVARIANA,Matrícula Total/ Mts2 contruidos Bibliotecas,4.770958084
(d) Universidades Privadas,U. ADVENTISTA DE CHILE,Matrícula Total/ Mts2 contruidos Bibliotecas,1.098130841
(e) Institutos Profesionales,I.P. VIRGINIO GÓMEZ,Matrícula Total / Mts2 Laboratorios,1.210592235
(e) Institutos Profesionales,I.P. VERTICAL,Matrícula Total / Mts2 Laboratorios,0.188405797
(e) Institutos Profesionales,I.P. SANTO TOMÁS,Matrícula Total / Mts2 Laboratorios,0.667335777
(e) Institutos Profesionales,I.P. PROVIDENCIA,Matrícula Total / Mts2 Laboratorios,9.165714286
(e) Institutos Profesionales,I.P. PROJAZZ,Matrícula Total / Mts2 Laboratorios,0.605769231
(e) Institutos Profesionales,I.P. LOS LEONES,Matrícula Total / Mts2 Laboratorios,1.547237659
(e) Institutos Profesionales,I.P. LIBERTADOR DE LOS ANDES,Matrícula Total / Mts2 Laboratorios,9.577777778
(e) Institutos Profesionales,I.P. LATINOAMERICANO DE COMERCIO EXTERIOR,Matrícula Total / Mts2 Laboratorios,22.435768262
(e) Institutos Profesionales,I.P. IPEGE,Matrícula Total / Mts2 Laboratorios,1.861995754
(e) Institutos Profesionales,I.P. INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS,Matrícula Total / Mts2 Laboratorios,0.852876106
(e) Institutos Profesionales,I.P. INSTITUTO NACIONAL DEL FÚTBOL,Matrícula Total / Mts2 Laboratorios,8.910891089
(e) Institutos Profesionales,I.P. INACAP,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. IACC,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. HELEN KELLER,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. GUILLERMO SUBERCASEAUX,Matrícula Total / Mts2 Laboratorios,2.884490239
(e) Institutos Profesionales,I.P. ESUCOMEX,Matrícula Total / Mts2 Laboratorios,2.665556296
(e) Institutos Profesionales,I.P. ESCUELA MODERNA DE MÚSICA,Matrícula Total / Mts2 Laboratorios,2.831210191
(e) Institutos Profesionales,I.P. ESCUELA MARINA MERCANTE MAR FUTURO,Matrícula Total / Mts2 Laboratorios,0.285245902
(e) Institutos Profesionales,I.P. ESCUELA DE CINE DE CHILE,Matrícula Total / Mts2 Laboratorios,0.295081967
(e) Institutos Profesionales,I.P. ESC. DE CONTADORES AUDITORES DE STGO.,Matrícula Total / Mts2 Laboratorios,8.2
(e) Institutos Profesionales,I.P. EATRI,Matrícula Total / Mts2 Laboratorios,5
(e) Institutos Profesionales,I.P. DUOC UC,Matrícula Total / Mts2 Laboratorios,1.938514700
(e) Institutos Profesionales,I.P. DIEGO PORTALES,Matrícula Total / Mts2 Laboratorios,1.740353172
(e) Institutos Profesionales,I.P. DEL VALLE CENTRAL,Matrícula Total / Mts2 Laboratorios,3.050835149
(e) Institutos Profesionales,I.P. DE LOS LAGOS,Matrícula Total / Mts2 Laboratorios,4.188679245
(e) Institutos Profesionales,I.P. DE LOS ANGELES,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. DE CHILE,Matrícula Total / Mts2 Laboratorios,1.261265897
(e) Institutos Profesionales,I.P. DE ARTES Y COMUNICACIÓN ARCOS,Matrícula Total / Mts2 Laboratorios,1.292270531
(e) Institutos Profesionales,I.P. DE ARTES ESCENICAS KAREN CONNOLLY,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. CS. DE LA COMPUTACIÓN ACUARIO DATA,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. CIISA,Matrícula Total / Mts2 Laboratorios,1.628099174
(e) Institutos Profesionales,I.P. CHILENO BRITÁNICO,Matrícula Total / Mts2 Laboratorios,3.094017094
(e) Institutos Profesionales,I.P. CARLOS CASANUEVA,Matrícula Total / Mts2 Laboratorios,
(e) Institutos Profesionales,I.P. CÁMARA DE COMERCIO DE SANTIAGO,Matrícula Total / Mts2 Laboratorios,3.933701657
(e) Institutos Profesionales,I.P. AIEP,Matrícula Total / Mts2 Laboratorios,2.999307662
(e) Institutos Profesionales,I.P. AGRARIO ADOLFO MATTHEI,Matrícula Total / Mts2 Laboratorios,0.814303639
(e) Institutos Profesionales,I.P. VIRGINIO GÓMEZ,Mts2 de Terrenos/Matrícula Total,5.496452852
(e) Institutos Profesionales,I.P. VERTICAL,Mts2 de Terrenos/Matrícula Total,8.038461538
(e) Institutos Profesionales,I.P. SANTO TOMÁS,Mts2 de Terrenos/Matrícula Total,11.408910589
(e) Institutos Profesionales,I.P. PROVIDENCIA,Mts2 de Terrenos/Matrícula Total,0.123129676
(e) Institutos Profesionales,I.P. PROJAZZ,Mts2 de Terrenos/Matrícula Total,5.542857143
(e) Institutos Profesionales,I.P. LOS LEONES,Mts2 de Terrenos/Matrícula Total,2.953729136
(e) Institutos Profesionales,I.P. LIBERTADOR DE LOS ANDES,Mts2 de Terrenos/Matrícula Total,7.877030162
(e) Institutos Profesionales,I.P. LATINOAMERICANO DE COMERCIO EXTERIOR,Mts2 de Terrenos/Matrícula Total,0.320983496
(e) Institutos Profesionales,I.P. IPEGE,Mts2 de Terrenos/Matrícula Total,2.856328392
(e) Institutos Profesionales,I.P. INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS,Mts2 de Terrenos/Matrícula Total,6.459143969
(e) Institutos Profesionales,I.P. INSTITUTO NACIONAL DEL FÚTBOL,Mts2 de Terrenos/Matrícula Total,57.043333333
(e) Institutos Profesionales,I.P. INACAP,Mts2 de Terrenos/Matrícula Total,
(e) Institutos Profesionales,I.P. IACC,Mts2 de Terrenos/Matrícula Total,
(e) Institutos Profesionales,I.P. HELEN KELLER,Mts2 de Terrenos/Matrícula Total,
(e) Institutos Profesionales,I.P. GUILLERMO SUBERCASEAUX,Mts2 de Terrenos/Matrícula Total,1.493889829
(e) Institutos Profesionales,I.P. ESUCOMEX,Mts2 de Terrenos/Matrícula Total,1.652336916
(e) Institutos Profesionales,I.P. ESCUELA MODERNA DE MÚSICA,Mts2 de Terrenos/Matrícula Total,3.028121485
(e) Institutos Profesionales,I.P. ESCUELA MARINA MERCANTE MAR FUTURO,Mts2 de Terrenos/Matrícula Total,15.287356322
(e) Institutos Profesionales,I.P. ESCUELA DE CINE DE CHILE,Mts2 de Terrenos/Matrícula Total,14.666666667
(e) Institutos Profesionales,I.P. ESC. DE CONTADORES AUDITORES DE STGO.,Mts2 de Terrenos/Matrícula Total,2.621951220
(e) Institutos Profesionales,I.P. EATRI,Mts2 de Terrenos/Matrícula Total,1.594444444
(e) Institutos Profesionales,I.P. DUOC UC,Mts2 de Terrenos/Matrícula Total,6.456247448
(e) Institutos Profesionales,I.P. DIEGO PORTALES,Mts2 de Terrenos/Matrícula Total,1.969560316
(e) Institutos Profesionales,I.P. DEL VALLE CENTRAL,Mts2 de Terrenos/Matrícula Total,4.297786241
(e) Institutos Profesionales,I.P. DE LOS LAGOS,Mts2 de Terrenos/Matrícula Total,14.090390390
(e) Institutos Profesionales,I.P. DE LOS ANGELES,Mts2 de Terrenos/Matrícula Total,616
(e) Institutos Profesionales,I.P. DE CHILE,Mts2 de Terrenos/Matrícula Total,1.817334033
(e) Institutos Profesionales,I.P. DE ARTES Y COMUNICACIÓN ARCOS,Mts2 de Terrenos/Matrícula Total,4.314552737
(e) Institutos Profesionales,I.P. DE ARTES ESCENICAS KAREN CONNOLLY,Mts2 de Terrenos/Matrícula Total,15.470588235
(e) Institutos Profesionales,I.P. CS. DE LA COMPUTACIÓN ACUARIO DATA,Mts2 de Terrenos/Matrícula Total,
(e) Institutos Profesionales,I.P. CIISA,Mts2 de Terrenos/Matrícula Total,0.993908629
(e) Institutos Profesionales,I.P. CHILENO BRITÁNICO,Mts2 de Terrenos/Matrícula Total,1.627071823
(e) Institutos Profesionales,I.P. CARLOS CASANUEVA,Mts2 de Terrenos/Matrícula Total,
(e) Institutos Profesionales,I.P. CÁMARA DE COMERCIO DE SANTIAGO,Mts2 de Terrenos/Matrícula Total,2.518258427
(e) Institutos Profesionales,I.P. AIEP,Mts2 de Terrenos/Matrícula Total,0.940928827
(e) Institutos Profesionales,I.P. AGRARIO ADOLFO MATTHEI,Mts2 de Terrenos/Matrícula Total,516.178736518
(e) Institutos Profesionales,I.P. VIRGINIO GÓMEZ,Mts2 de Inmuebles/ Matrícula Total,4.013745197
(e) Institutos Profesionales,I.P. VERTICAL,Mts2 de Inmuebles/ Matrícula Total,20.384615385
(e) Institutos Profesionales,I.P. SANTO TOMÁS,Mts2 de Inmuebles/ Matrícula Total,8.428004708
(e) Institutos Profesionales,I.P. PROVIDENCIA,Mts2 de Inmuebles/ Matrícula Total,0.222100998
(e) Institutos Profesionales,I.P. PROJAZZ,Mts2 de Inmuebles/ Matrícula Total,5.047619048
(e) Institutos Profesionales,I.P. LOS LEONES,Mts2 de Inmuebles/ Matrícula Total,5.066765265
(e) Institutos Profesionales,I.P. LIBERTADOR DE LOS ANDES,Mts2 de Inmuebles/ Matrícula Total,2.786542923
(e) Institutos Profesionales,I.P. LATINOAMERICANO DE COMERCIO EXTERIOR,Mts2 de Inmuebles/ Matrícula Total,0.340125744
(e) Institutos Profesionales,I.P. IPEGE,Mts2 de Inmuebles/ Matrícula Total,2.879133409
(e) Institutos Profesionales,I.P. INTERNACIONAL DE ARTES CULINARIAS Y SERVICIOS,Mts2 de Inmuebles/ Matrícula Total,4.647211414
(e) Institutos Profesionales,I.P. INSTITUTO NACIONAL DEL FÚTBOL,Mts2 de Inmuebles/ Matrícula Total,2.865555556
(e) Institutos Profesionales,I.P. INACAP,Mts2 de Inmuebles/ Matrícula Total,
(e) Institutos Profesionales,I.P. IACC,Mts2 de Inmuebles/ Matrícula Total,
(e) Institutos Profesionales,I.P. HELEN KELLER,Mts2 de Inmuebles/ Matrícula Total,
(e) Institutos Profesionales,I.P. GUILLERMO SUBERCASEAUX,Mts2 de Inmuebles/ Matrícula Total,2.682647114
(e) Institutos Profesionales,I.P. ESUCOMEX,Mts2 de Inmuebles/ Matrícula Total,3.170207448
(e) Institutos Profesionales,I.P. ESCUELA MODERNA DE MÚSICA,Mts2 de Inmuebles/ Matrícula Total,7.220472441
(e) Institutos Profesionales,I.P. ESCUELA MARINA MERCANTE MAR FUTURO,Mts2 de Inmuebles/ Matrícula Total,27.781609195
(e) Institutos Profesionales,I.P. ESCUELA DE CINE DE CHILE,Mts2 de Inmuebles/ Matrícula Total,8.75
(e) Institutos Profesionales,I.P. ESC. DE CONTADORES AUDITORES DE STGO.,Mts2 de Inmuebles/ Matrícula Total,2.979878049
(e) Institutos Profesionales,I.P. EATRI,Mts2 de Inmuebles/ Matrícula Total,2.270370370
(e) Institutos Profesionales,I.P. DUOC UC,Mts2 de Inmuebles/ Matrícula Total,4.751356842
(e) Institutos Profesionales,I.P. DIEGO PORTALES,Mts2 de Inmuebles/ Matrícula Total,5.237504697
(e) Institutos Profesionales,I.P. DEL VALLE CENTRAL,Mts2 de Inmuebles/ Matrícula Total,2.863365865
(e) Institutos Profesionales,I.P. DE LOS LAGOS,Mts2 de Inmuebles/ Matrícula Total,6.572372372
(e) Institutos Profesionales,I.P. DE LOS ANGELES,Mts2 de Inmuebles/ Matrícula Total,301.6
(e) Institutos Profesionales,I.P. DE CHILE,Mts2 de Inmuebles/ Matrícula Total,3.741912922
(e) Institutos Profesionales,I.P. DE ARTES Y COMUNICACIÓN ARCOS,Mts2 de Inmuebles/ Matrícula Total,3.457142857
(e) Institutos Profesionales,I.P. DE ARTES ESCENICAS KAREN CONNOLLY,Mts2 de Inmuebles/ Matrícula Total,30.058823529
(e) Institutos Profesionales,I.P. CS. DE LA COMPUTACIÓN ACUARIO DATA,Mts2 de Inmuebles/ Matrícula Total,
(e) Institutos Profesionales,I.P. CIISA,Mts2 de Inmuebles/ Matrícula Total,2.106598985
(e) Institutos Profesionales,I.P. CHILENO BRITÁNICO,Mts2 de Inmuebles/ Matrícula Total,6.635359116
(e) Institutos Profesionales,I.P. CARLOS CASANUEVA,Mts2 de Inmuebles/ Matrícula Total,
(e) Institutos Profesionales,I.P. CÁMARA DE COMERCIO DE SANTIAGO,Mts2 de Inmuebles/ Matrícula Total,4.226123596
(e) Institutos Profesionales,I.P. AIEP,Mts2 de Inmuebles/ Matrícula Total,1.617224512
